content,author,label
"Dzisiaj 71% Polaków mówi, że warto było zmieniać ustrój.",Bronisław Komorowski,Prawda
89% [Polaków] popiera integrację z Unią Europejską.,Bronisław Komorowski,Fałsz
81% [Polaków] procent popiera przynależność do NATO.,Bronisław Komorowski,Prawda
"Będę rekomendował zwiększenie nakładów obronnych do pełnych 2% PKB. Tak jak było na początku poprzedniej dekady, w okresie gdy ruszał program modernizacji technicznej sił zbrojnych",Bronisław Komorowski,Manipulacja
[Poroszenko] to jest demokratycznie wybrany prezydent 40-milionowego kraju.,Radosław Sikorski,Fałsz
"Krym potrzebuje chociażby ukraińskiej wody, bez której nie ma tam rolnictwa.",Radosław Sikorski,Prawda
"Ale sądzę, że proporcja w naszym eksporcie, eksportu do Rosji jest większa niż w niemieckim, bo u nas to jest 7 proc., a z tego, co pamiętam Niemcy eksportują do Polski więcej niż do Rosji.",Radosław Sikorski,Manipulacja
"[miliard dolarów] to jest kwota, którą jedyne państwo Kaukazu Południowego, które aspiruje do Paktu Północnoatlantyckiego, do NATO, czyli Gruzja przeznacza na budżet obronny.",Ryszard Czarnecki,Fałsz
Nie ma nawet badań geologicznych (dot. budowy metra – przyp. Demagog).,Krzysztof Szczerski,Fałsz
Od dłuższego czasu ukraińscy oficerowie są szkoleni przez Amerykanów.,Ryszard Czarnecki,Fałsz
"Pan prezydent Komorowski, który 29 razy spotkał się w ciągu trzech lat z prorosyjskim prezydentem Janukowyczem, ma niewątpliwie doświadczenie jeśli chodzi o sprawy Ukrainy.",Ryszard Czarnecki,Fałsz
"Zresztą przepisy prawa dotyczące tzw. klauzuli sumienia są jasne i nie zwalniają lekarza z obowiązku niesienia pomocy, a co najmniej wskazania innego lekarza.",Donald Tusk,Prawda
W systemie ubezpieczeniowym powinno być 24 mln Polaków. A jest 15-16 mln.,Artur Dębski,Fałsz
Pan premier Tusk zgodził się po wspólnym posiedzeniu rządów Republiki Federalnej i Rzeczpospolitej w Warszawie tuż przed szczytem Unii Europejskiej w Brukseli zgodził się na pakiet klimatyczny,Ryszard Czarnecki,Prawda
Zagłosowali ci państwo [ugrupowanie J. Palikota i PO] za podwyższeniem wieku emerytalnego do 67. roku życia,Mariusz Błaszczak,Prawda
"Bo niektóre kraje przedwcześnie weszły do strefy euro, patrz Grecja, inne weszły, wydawało się, w dobrym momencie, tak jak Słowenia, po czym po dwóch latach utraciły przewagi konkurencyjne i w roku 2010 miały minus 10% spadku PKB.",Janusz Piechociński,Fałsz
"Za czasów rządów Prawa i Sprawiedliwości biliśmy rekordy, jeżeli chodzi o inwestycje zagraniczne, nie było żadnego wycofywania tych inwestycji w Polsce. W 2007 roku mieliśmy najwyższy poziom inwestycji w ciągu całego tego okresu od ’89 roku.",Jarosław Kaczyński,Prawda
"Znam jeden przypadek Włoch, gdzie ówczesny prezes banku centralnego został przyłapany na rozmowie telefonicznej z prywatnym bankiem, któremu obiecywał wsparcie przy kupnie innego banku włoskiego i po czterech miesiącach oporów został zmuszony do podania się do dymisji.",Leszek Balcerowicz,Prawda
"Pani profesor Chojna-Duch w nagłym trybie napisała opinię popierającą wywłaszczenie Polaków z oszczędności emerytalnych w OFE, czego nie powinna była czynić, bo była i jest członkiem Rady Polityki Pieniężnej, więc jest to osoba, która w sposób jawny miesza się do partyjnej polityki.",Leszek Balcerowicz,Fałsz
Rząd Donalda Tuska wysłał ABW na redakcję “Wprost”,Janusz Palikot,Fałsz
"Ceny w tej chwili u nas są stałe właściwie, wchodzimy w deflację.",Marek Belka,Prawda
"(…) wniosek o samorozwiązanie, gdzie potrzeba 307 głosów, jest po prosu nieracjonalny, natomiast przy konstruktywnym wotum nieufności tych głosów potrzeba 231.",Joachim Brudziński,Prawda
"Otóż obecne prawo pozwala Narodowemu Bankowi Polskiemu skupować czy kupować papiery wartościowe, rządowe papiery wartościowe na rynku wtórnym w operacjach otwartego rynku, czyli wszyscy mogą w nich uczestniczyć. Tak się działo, choć jak się okazało, potrzebne było tylko w minimalnej skali w latach 2008-2009, kiedy prezesem był mój poprzednik pan Sławomir Skrzypek. Nie budziło to żadnej sensacji.",Marek Belka,Prawda
"Dlatego że Rada Polityki Pieniężnej jest odpowiedzialna za politykę pieniężną, której celem jest utrzymanie inflacji pod kontrolą, stabilności cen, mówiąc krótko. Zresztą zdefiniowano u nas specyficznie, to jest utrzymanie inflacji na poziomie 2,5% plus minus jeden.",Marek Belka,Prawda
"Nie ma prawa do aborcji, w polskim systemie prawnym są przesłanki uchylające karalność aborcji i pozwalające lekarzowi legalnie działać w celu przeprowadzenia zabiegu spędzenia płodu",Michał Królikowski,Prawda
"Polska nie może wydać swojego obywatela nikomu. I jest zakaz konstytucyjny, który został wyłącznie uchylony na potrzeby ENA, w związku z czym taka sytuacja, w której obywatel polski byłby ścigany przez Amerykanów w Polsce nie skończyłaby się ekstradycją, w polskim sądzie.",Roman Giertych,Fałsz
"Poznań pracowniczym rajem w Polsce. Mamy najniższe bezrobocie w całym kraju. Pudło to: Poznań – 3,8% - Warszawa – 4,6%, Wrocław – 5,3%. Na końcu stawki są: Lublin – 9,6%, Szczecin – 10,5% i Łódź – 12,2%.",Adam Szejnfeld,Manipulacja
"(…) natomiast chcę powiedzieć, że jednak 3 artykuł ustawy NBP mówi, że prezes NBP, pierwszym jego celem jest dbanie o stabilność cen, a drugim wspieranie polityki gospodarczej rządu, nawet nie jest napisane, że państwa, tylko rządu, także myślę, że on się zmieścił w tych granicach…",Hanna Gronkiewicz-Waltz,Prawda
"Natomiast, jeśli chodzi o kwestię Mennicy, to Mennica kiedyś należała do NBP, to był organ założycielski, również Wytwórni Papierów Wartościowych i myśmy to zmienili za moich czasów, ponieważ myśmy jednocześnie zamawiali, czyli nie mogliśmy być jednocześnie właścicielem i zamawiającym i to przeszło pod kuratelę państwa i potem zostało upublicznione na giełdzie. No stało jak się stało, są mennice, które są prywatne, są takie, które nie są prywatne i to jest problem PWPW, czyli Państwowej Wytwórni Papierów Wartościowych i Mennicy, że to są jednak szczególnego rodzaju przedsiębiorstwa.",Hanna Gronkiewicz-Waltz,Prawda
"To prawda, ale nic się chyba nie stało, chcę powiedzieć, że Siemens wraz Newagiem pana Jakubasa dostarcza pociągi Inspiro, także żadnej dyrektywy partyjnej nie było i myślę, że wygrywa w różnych przetargach.",Hanna Gronkiewicz-Waltz,Prawda
"(O taśmach z nagraniem rozmów Renaty Beger z Adamem Lipińskim) To wszystko zależy jak potraktujemy treść tych nagrań, no treścią tych nagrań było jednak takie handlowanie stanowiskami, prawda?",Hanna Gronkiewicz-Waltz,Prawda
"Monika Olejnik: A czy pani jest zdania, że dyrektor szpitala nie powinien wskazywać?Hanna Gronkiewicz-Waltz: On (dyrektor szpitala) nie ma takiego obowiązku, w związku z tym prawnie, ja patrzę ze strony prawa, nie ma takiego obowiązku, powinien to robić, według mnie ten płatnik.",Hanna Gronkiewicz-Waltz,Prawda
"Zatrzymuje się bardzo znanego biznesmena i dzień później go prokuratura wypuszcza za kaucją miliona złotych (…) Ale nie, bo chodzi o to, jaki zarzut można mu postawić, bo jeżeli mu się stawia zarzut, tak jak prokuratura powiedziała, nawet go jeszcze nie sformułowała, ale że jest krąg dotyczący nielegalnego nagrywania i nielegalnego udostępniania tych nielegalnych nagrań, no to zarzut jest 2 lat więzienia w tym przypadku. Więc tam się takich kaucji nie stosuje przy tego typu…",Janusz Palikot,Fałsz
"Radni wpisali do statutu szpitala w Wołominie klauzulę sumienia.To pierwszy w świecie przypadek posiadania sumienia przez szpital.— Joanna Senyszyn (@Joanna_Senyszyn) lipiec 3, 2014",Joanna Senyszyn,Nieweryfikowalne
"Wszyscy europosłowie zarabiają tyle http://t.co/cKzexJXLzj czepiają się tylko tych,którzy nie przepisali majątku na Rydzyka.— Joanna Senyszyn (@Joanna_Senyszyn) lipiec 3, 2014",Joanna Senyszyn,Prawda
"W regulaminie Sejmu jest napisane wyraźnie, że może wystąpić wnioskodawca, więc w tym przypadku pewnie wystąpi Jarosław Kaczyński i odbywa się debata z udziałem przedstawicieli wszystkich ugrupowań, natomiast nie ma tam miejsca na kandydata na premiera.",Leszek Miller,Prawda
"Beneficjentem kryzysu ukr.są Chiny.Po dekadzie negocjacji dostały na gaz cenę niższa niż Niemcy. To kolejny koszt awantury ukr. dla Putina.— Paweł Zalewski (@ZalewskiPawel) lipiec 3, 2014",Paweł Zalewski,Prawda
"Ukrainie także Amerykanie gwarantowali bezpieczeństwo i nienaruszalność terytorialną…Nie były to gwarancje traktatowe zatwierdzone przez Kongres, a tak jest w przypadku Polski.",Radosław Sikorski,Prawda
Limit wydatków to około 450 tysięcy.,Łukasz Gibała,Fałsz
"klauzula sumienia została nam zalecona przez Komisję Europejską i została, dlatego w Polsce wprowadzona, zresztą za rządów Leszka Millera, przypomnę, wtedy, kiedy właśnie żeśmy adoptowali wiele przepisów unijnych",Janusz Palikot,Fałsz
"Ale jednocześnie pamiętamy, że w czasach trudnej rywalizacji geopolitycznej przed upadkiem Związku Radzieckiego, w Niemczech Zachodnich stacjonowało ponad 300 tysięcy żołnierzy amerykańskich. Dzisiaj nadal jest ich kilkadziesiąt tysięcy.",Radosław Sikorski,Fałsz
"Statystyki potwierdzają moją tezę, otóż okazuje się, że homoseksualiści, którzy w Polsce stanowią no, trudno to oszacować precyzyjnie, ale mówi się o jednym do dwóch procenta populacji w Polsce, no przyjmijmy średnią półtora procenta i właśnie jeżeli chodzi o przestępstwa pedofilii to te półtora procenta pedofilów, homoseksualistów popełnia 60 proc. przestępstw pedofilskich. Czyli to oznacza, że pozostałe 40 proc. popełnia całą tą resztę, czyli krótko mówiąc, zdecydowana większość przestępstw wobec dzieci, seksualnych, to są przestępstwa z udziałem homoseksualistów. Statystyki nie kłamią.",Jarosław Zieliński,Fałsz
"Polacy zagrożeni ubóstwem: 2006 – 15 mln, 2012 – 10 mln",Władysław Kosiniak-Kamysz,Manipulacja
"Polska w tej chwili łodzi podwodnych nie ma, jesteśmy w trakcie zakupu tych łodzi. Jest oferta.",Stefan Niesiołowski,Fałsz
"(…) zwłaszcza w Prawie i Sprawiedliwości, w której to partii statucie jest przepis mówiący o tym, że prezes partii może każdego na dowolnie długi okres bez żadnego uzasadnienia zawiesić.",Ludwik Dorn,Prawda
"Nadal działa Narodowy Fundusz Zdrowia, którego mechanizm funkcjonowania prowadzi do absurdów, prowadzi do sytuacji, że dzisiaj w Polsce bite są rekordy Europy, jeżeli chodzi o amputacje.",Jarosław Kaczyński,Prawda
W roku 2013 Polska straciła 37 tys. mieszkańców.,Jarosław Kaczyński,Prawda
"Liczba rodzących się dzieci – a jesteśmy w tej chwili pod tym względem na bardzo dalekim miejscu już nie tylko w Europie, ale na świecie, poniżej dwusetnego miejsca.",Jarosław Kaczyński,Prawda
Jest program “Wielka rodzina”. Według ostatnich danych na przeszło milion uprawnionych do udziału w nim zgłosiło się 38 tys. rodzin.,Jarosław Kaczyński,Fałsz
"Pamiętajcie państwo, jeżeli chodzi o rodziny dwa plus cztery i więcej, ok. 30% z nich żyje w sferze nędzy.",Jarosław Kaczyński,Prawda
"Na 28 krajów UE już tylko 9 nie posiada w prawodastwie instytucji zw.partnerskich. Polska w tym gronie dzięki @premiertusk i @Platforma_org— PopPolityk (@PopPolityk) lipiec 15, 2014",PopPolityk,Fałsz
"Szef Rady Europejskiej (…) to jest wybór na 2,5 roku z opcją przedłużenia.",Paweł Kowal,Prawda
Według rankingu Radia RMF w Krakowie najdłużej stoimy w korkach.,Łukasz Gibała,Prawda
Jesteśmy [Kraków] na czwartym miejscu od końca na 18 dużych miast pod względem pozyskiwania środków z Unii per capita.,Łukasz Gibała,Prawda
Jest do wzięcia prawie 10 miliardów euro w najbliższym rozdaniu unijnym z programu Inteligentny Rozwój.,Łukasz Gibała,Fałsz
"Średnia pensja w Krakowie to mniej niż 4 tysiące złotych, a w Warszawie czy w Katowicach to około 5 tysięcy.",Łukasz Gibała,Fałsz
Dokumenty przygotowywane przez poprzednie rządy mówiły o prywatyzacji polskiej chemii. My postawiliśmy temu tamę.,Włodzimierz Karpiński,Manipulacja
"“@KosiniakKamysz: Szacunki @mpips: liczba bezrobotnych spadła w lipcu o 33 tys. #praca pic.twitter.com/pLNo3seh6C” Czyli o 0,1%. Gratulacje!— Marek Migalski (@mmigalski) sierpień 6, 2014",Marek Migalski,Fałsz
"Może dodajmy, że polskie rezerwy walutowe, którymi administruje w imieniu narodu polskiego, Narodowy Bank Polski, niezależny od rządu, przekraczają 100 miliardów dolarów, równowartość 100 miliardów dolarów, bo tylko około jednej trzeciej przetrzymywana jest w dolarach, a inna część pozostała w innych twardych wymienialnych walutach.",Grzegorz Kołodko,Prawda
"rekord energetyczny: od sierpnia 2014 rekord poboru elektrycznosci latem wynosi w Polsce 21 811 MW http://t.co/6rhNtWar5I— Janusz Piechociński (@Piechocinski) August 6, 2014",Janusz Piechociński,Prawda
Polska wystąpiła do Komisji Europejskiej o 500 mln euro rekompensaty za nałożone przez Rosję embargo na polskie owoce i warzywa-poinformowały PAP źródła rządowe. Chodzi o środki z unijnego mechanizmu solidarności.,Adam Szejnfeld,Manipulacja
"Chciałem przypomnieć, że gdyby wtedy, w 2002 roku, partia Donalda Tuska, partia pana Kaczyńskiego, przy udziale niestety PSL-u, nie walczyła tak zaciekle z koncepcją winiet, to dzisiaj nie mielibyśmy korków, bo po prostu nie byłoby bramek.",Leszek Miller,Prawda
Na Krajowy Program Rozwoju Ekonomii Społecznej rząd i samorządy przeznaczą 3 mld zł w latach 2014-2020,Władysław Kosiniak-Kamysz,Prawda
Krajowy Program Rozwoju Ekonomii Społecznej to 20 tys. nowych organizacji obywatelskich,Władysław Kosiniak-Kamysz,Nieweryfikowalne
"Znaczy z około 500 żłobków w 2011 roku, dziś mamy prawie 1700-1800 żłobków i klubów dziecięcych.",Władysław Kosiniak-Kamysz,Prawda
Krajowy Program Rozwoju Ekonomii Społecznej to 35 tys. nowych miejsc pracy w przedsiębiorstwach społecznych,Władysław Kosiniak-Kamysz,Nieweryfikowalne
"Po trzech latach studiów licencjackich, bakałarza, zgodnie z prawem polskim- nie są to studia wyższe.",Witold Waszczykowski,Fałsz
"Decyzja Komisji Europejskiej: będą rekompensaty dla rolników http://t.co/E6bTix4Syz— Krzysztof Kosiński (@kosinskik) sierpień 14, 2014",Krzysztof Kosiński,Manipulacja
"Białoruś otwiera się na współpracę z Polska,do końca sierpnia uzgodnimy warunki.— Marek Sawicki (@SawickiMarek) sierpień 14, 2014",Marek Sawicki,Prawda
".@ARomasze Porozumieliśmy się 14.08. z ukraińskim MON i przekażemy 320 ton pomocy (racje żywnościowe, koce itp.). Wg ich potrzeb.— Tomasz Siemoniak (@TomaszSiemoniak) 20 sierpnia 2014",Tomasz Siemoniak,Prawda
"Premier Tusk ze swoją pierwszą wizytą na Wschód pojechał do Moskwy, a nie – jak jego poprzednicy z lewicy czy prawicy – do Wilna czy Kijowa.",Ryszard Czarnecki,Fałsz
"Ks.Andrzej D.uniewinniny.Proces i uzasadnienie wyroku tajne.Czy to katolickie sumienie nie pozwoliło sędziom skazać pedofila w sutannie?— Joanna Senyszyn (@Joanna_Senyszyn) sierpień 14, 2014",Joanna Senyszyn,Prawda
Prezydent Komorowski spotykał się z prorosyjskim prezydentem Janukowyczem aż 29 razy.,Ryszard Czarnecki,Fałsz
Tuska nie było na Ukrainie od trzech lat.,Ryszard Czarnecki,Prawda
"W wojsku kapelanów 161 sztuk. 1 na ok. 600 żołnierzy. Łączność z hufcami niebieskimi zapewniona . pic.twitter.com/PJxp4CAnDG— ARTUR DĘBSKI (@artur_debski) sierpień 21, 2014",Artur Dębski,Prawda
"@MStrzyminski to nie jest fundacja,wzrost eksportu żywności z 6-ciu do 20mld€ to oczywiście mało,w której grupi prod.wzrost był większy?— Marek Sawicki (@SawickiMarek) sierpień 24, 2014",Marek Sawicki,Manipulacja
"W Polsce coraz lepiej żyje się symbolom.Od dziś chroniony jest ustawowo znak Polski Walczącej.Uczucia religijne z radością przyjęły dar PO:)— Joanna Senyszyn (@Joanna_Senyszyn) sierpień 22, 2014",Joanna Senyszyn,Prawda
Tak samo było w wyborach do PE. Przecież zabrakło nam ledwie ponad 50 tys. głosów do przekroczenia progu wyborczego.,Patryk Jaki,Fałsz
"Najniższe bezrobocie od czasów transformacji było w październiku 2008 r. – 8,8 proc. (1,4 mln bezrobotnych)— Michał Protaziuk (@michalprotaziuk) sierpień 26, 2014",Michał Protaziuk,Manipulacja
"SP uzyskała tam [w wyborach uzupełniających do Senatu na Podkarpaciu, 8 września 2013- przyp. Demagog] naprawdę dobry wynik –12 proc.",Patryk Jaki,Fałsz
"Donald Tusk przewodniczącym Rady Europejskiej, funkcja prezydenta była w projekcie konstytucji europejskiej.",Ryszard Czarnecki,Fałsz
"Mogherini, (…) poparła South Stream.",Ryszard Czarnecki,Nieweryfikowalne
I kwartał [2014- przyp. Demagog] to był spadek wartości rubla o 10%,Janusz Piechociński,Fałsz
Sami Polacy krytycznie oceniają i pana premiera Tuska jako premiera.,Ryszard Czarnecki,Prawda
"NATO przeznaczy 15 mln euro dla Ukrainy. Roczny budżet IPN jest cztery razy większy.— Leszek Miller (@LeszekMiller) wrzesień 4, 2014",Leszek Miller,Prawda
"To znaczy, jeżeli są struktury, wydaje mi się, że dalej funkcjonuje komisja wspólna rządu i Episkopatu",Leszek Miller,Prawda
